Canada;Adlatok;Not Threatened With Loss;55°9' 60°35' W
Canada;Adlavik;Not Threatened With Loss;54°52' 58°58' W
Canada;Adlavik Bay;Not Threatened With Loss;54°52' 59°2' W
Canada;Afton;Not Threatened With Loss;45°38' 61°44' W
Canada;Aguanus;Not Threatened With Loss;50°13' 62°5' W
Canada;Alexis;Not Threatened With Loss;52°33' 56°8' W
Canada;Allan's Cove;Not Threatened With Loss;47°42' 56°17' W
Canada;Anchor;Not Threatened With Loss;49°22' 53°45' W
Canada;Au Bouleau;Not Threatened With Loss;50°17' 65°31' W
Canada;Aux Cailloux;Not Threatened With Loss;49°39' 63°52' W
Canada;Aux Feuilles;Not Threatened With Loss;58°47' 70°4' W
Canada;Aux Loups Marins;Not Threatened With Loss;49°4' 61°51' W
Canada;Aux Plats;Not Threatened With Loss;49°13' 63°1' W
Canada;Aux Saumons;Not Threatened With Loss;49°25' 62°15' W
Canada;Baddeck;Not Threatened With Loss;46°5' 60°52' W
Canada;Baie Verte;Not Threatened With Loss;49°55' 56°13' W
Canada;Baie Verte;Not Threatened With Loss;46°1' 64°5' W
Canada;Barachois;Not Threatened With Loss;48°15' 58°49' W
Canada;Barachoix;Not Threatened With Loss;47°37' 59°15' W
Canada;Barney's;Not Threatened With Loss;45°35' 62°18' W
Canada;Barry's;Not Threatened With Loss;49°16' 54°29' W
Canada;Bartibog;Not Threatened With Loss;47°6' 65°21' W
Canada;Bartlett's;Not Threatened With Loss;51°28' 51°39' W
Canada;Bass;Not Threatened With Loss;47°40' 65°35' W
Canada;Bay De L'Eau;Not Threatened With Loss;47°27' 54°47' W
Canada;Bay De Loup;Not Threatened With Loss;47°40' 57°31' W
Canada;Bay Du Nord;Not Threatened With Loss;47°43' 55°25' W
Canada;Bay Du Vin;Not Threatened With Loss;47°3' 65°8' W
Canada;Bear Cove;Not Threatened With Loss;47°39' 59°18' W
Canada;Beaver (aka, Western);Not Threatened With Loss;50°54' 56°9' W
Canada;Beckford;Not Threatened With Loss;46°53' 53°55' W
Canada;Bec-Scie;Not Threatened With Loss;49°43' 64°3' W
Canada;Bell;Not Threatened With Loss;49°4' 62°13' W
Canada;Belle Harbour;Not Threatened With Loss;47°41' 55°19' W
Canada;Belleisle;Not Threatened With Loss;45°39' 65°51' W
Canada;Bellevue (aka, Trout);Not Threatened With Loss;47°37' 53°46' W
Canada;Benacadie;Not Threatened With Loss;45°58' 60°43' W
Canada;Benjamin;Not Threatened With Loss;47°58' 66°10' W
Canada;Big;Not Threatened With Loss;51°31' 56°9' W
Canada;Big;Not Threatened With Loss;54°50' 58°55' W
Canada;Big Barachois;Not Threatened With Loss;47°3' 53°47' W
Canada;Big Chouse;Not Threatened With Loss;49°37' 56°48' W
Canada;Big Salmonier;Not Threatened With Loss;47°4' 55°13' W
Canada;Biscay Bay;Not Threatened With Loss;46°47' 53°17' W
Canada;Black;Not Threatened With Loss;46°51' 64°57' W
Canada;Black;Not Threatened With Loss;47°53' 54°10' W
Canada;Black;Not Threatened With Loss;45°16' 65°49' W
Canada;Black;Not Threatened With Loss;47°3' 65°13' W
Canada;Black Bear;Not Threatened With Loss;53°18' 55°56' W
Canada;Bonaventure;Not Threatened With Loss;48°2' 65°29' W
Canada;Bottom;Not Threatened With Loss;47°48' 56°20' W
Canada;Brador-Est;Not Threatened With Loss;51°30' 57°14' W
Canada;Branch;Not Threatened With Loss;46°53' 53°57' W
Canada;Breac;Not Threatened With Loss;45°55' 60°32' W
Canada;Brent Cove;Not Threatened With Loss;47°42' 56°20' W
Canada;Buctouche;Not Threatened With Loss;46°28' 64°42' W
Canada;Burnt Church;Not Threatened With Loss;47°13' 65°7' W
Canada;Burnt Island;Not Threatened With Loss;47°34' 58°52' W
Canada;Canaan;Not Threatened With Loss;45°56' 65°47' W
Canada;Cape Broyle;Not Threatened With Loss;47°6' 52°57' W
Canada;Cape Roger;Not Threatened With Loss;47°25' 54°43' W
Canada;Caraquet;Not Threatened With Loss;47°47' 65°4' W
Canada;Cascapedia;Not Threatened With Loss;48°11' 65°54' W
Canada;Castor;Not Threatened With Loss;50°55' 56°55' W
Canada;Catalone;Not Threatened With Loss;45°59' 59°59' W
Canada;Chance Cove;Not Threatened With Loss;46°46' 53°0' W
Canada;Charles;Not Threatened With Loss;49°20' 55°15' W
Canada;Charlo;Not Threatened With Loss;47°59' 66°17' W
Canada;Checatica;Not Threatened With Loss;51°23' 58°17' W
Canada;Cheticamp;Not Threatened With Loss;46°40' 60°57' W
Canada;Chicotte;Not Threatened With Loss;49°13' 63°3' W
Canada;Chockpish;Not Threatened With Loss;46°35' 64°43' W
Canada;Cinq Cerf;Not Threatened With Loss;47°42' 58°8' W
Canada;Cloud;Not Threatened With Loss;50°50' 56°12' W
Canada;Clyburn;Not Threatened With Loss;46°40' 60°24' W
Canada;Coacoachou;Not Threatened With Loss;50°16' 60°17' W
Canada;Cocagne;Not Threatened With Loss;46°20' 64°37' W
Canada;Colinet;Not Threatened With Loss;47°13' 53°33' W
Canada;Come-By-Chance;Not Threatened With Loss;47°51' 54°0' W
Canada;Coney Arm;Not Threatened With Loss;49°58' 56°47' W
Canada;Coney Arm River (aka, West Arm Brook);Not Threatened With Loss;49°55' 56°47' W
Canada;Conne;Not Threatened With Loss;47°55' 55°41' W
Canada;Connoire (aka, North West);Not Threatened With Loss;47°45' 57°55' W
Canada;Cook's;Not Threatened With Loss;48°58' 58°4' W
Canada;Corner;Not Threatened With Loss;49°45' 56°55' W
Canada;Couteau;Not Threatened With Loss;47°43' 58°2' W
Canada;Coxipi;Not Threatened With Loss;51°18' 58°28' W
Canada;Crabbe's;Not Threatened With Loss;48°12' 58°51' W
Canada;Crossing Place;Not Threatened With Loss;46°55' 53°26' W
Canada;Dartmouth;Not Threatened With Loss;48°53' 64°33' W
Canada;Dauphine;Not Threatened With Loss;49°7' 62°28' W
Canada;De La Chaloupe;Not Threatened With Loss;49°8' 62°32' W
Canada;De La Corneille;Not Threatened With Loss;50°17' 62°54' W
Canada;De La Trinite;Not Threatened With Loss;49°25' 67°18' W
Canada;Deadman's;Not Threatened With Loss;49°20' 53°42' W
Canada;Deer Arm;Not Threatened With Loss;49°34' 57°50' W
Canada;Deer Harbour;Not Threatened With Loss;47°54' 53°44' W
Canada;Dennis;Not Threatened With Loss;45°11' 67°16' W
Canada;D'Espoir;Not Threatened With Loss;47°52' 56°10' W
Canada;Devil;Not Threatened With Loss;47°16' 55°19' W
Canada;Digdeguash;Not Threatened With Loss;45°9' 66°58' W
Canada;Dog Bay (aka, Horwood);Not Threatened With Loss;49°27' 54°32' W
Canada;Dolland;Not Threatened With Loss;47°44' 56°35' W
Canada;Double Mer;Not Threatened With Loss;54°3' 59°35' W
Canada;Double Mer;Not Threatened With Loss;54°3' 59°40' W
Canada;Du Brick;Not Threatened With Loss;49°21' 63°24' W
Canada;Du Gouffre;Not Threatened With Loss;47°26' 70°29' W
Canada;Du Gros Mecatina;Not Threatened With Loss;50°46' 59°5' W
Canada;Du Pavillon;Not Threatened With Loss;49°11' 62°55' W
Canada;Du Petit Mecatina;Not Threatened With Loss;50°40' 59°25' W
Canada;Du Renard;Not Threatened With Loss;49°17' 61°51' W
Canada;Du Vieux Fort;Not Threatened With Loss;51°20' 58°2' W
Canada;Dykes;Not Threatened With Loss;53°38' 57°4' W
Canada;Eagle;Not Threatened With Loss;53°36' 57°26' W
Canada;East;Not Threatened With Loss;50°38' 57°10' W
Canada;East;Not Threatened With Loss;51°32' 55°42' W
Canada;East;Not Threatened With Loss;51°12' 56°44' W
Canada;East;Not Threatened With Loss;45°39' 62°42' W
Canada;East (aka, Burlington River);Not Threatened With Loss;49°45' 56°1' W
Canada;East Bay;Not Threatened With Loss;47°46' 58°15' W
Canada;Easter (aka, East);Not Threatened With Loss;50°52' 56°7' W
Canada;Eddies Cove;Not Threatened With Loss;51°24' 56°27' W
Canada;Eel;Not Threatened With Loss;48°1' 66°22' W
Canada;Emerson;Not Threatened With Loss;45°16' 65°47' W
Canada;English;Not Threatened With Loss;53°54' 58°52' W
Canada;Etamamiou;Not Threatened With Loss;50°17' 59°58' W
Canada;Exploits;Not Threatened With Loss;49°4' 55°20' W
Canada;Farmer's Arm;Not Threatened With Loss;47°39' 58°30' W
Canada;Ferree;Not Threatened With Loss;49°9' 62°43' W
Canada;Fischell's;Not Threatened With Loss;48°18' 58°42' W
Canada;Flat Bay;Not Threatened With Loss;48°24' 58°33' W
Canada;Flatwater;Not Threatened With Loss;54°10' 57°37' W
Canada;Flowers;Not Threatened With Loss;55°44' 60°56' W
Canada;Forteau;Not Threatened With Loss;51°30' 56°57' W
Canada;Fox Island;Not Threatened With Loss;48°41' 58°40' W
Canada;Framboise;Not Threatened With Loss;45°42' 60°20' W
Canada;French;Not Threatened With Loss;45°43' 63°20' W
Canada;Galiote;Not Threatened With Loss;49°17' 63°14' W
Canada;Gambo;Not Threatened With Loss;48°46' 54°14' W
Canada;Gander;Not Threatened With Loss;49°16' 54°30' W
Canada;Gardner;Not Threatened With Loss;45°17' 65°43' W
Canada;Garia;Not Threatened With Loss;47°43' 58°32' W
Canada;Garnish;Not Threatened With Loss;47°14' 55°21' W
Canada;Gaspereau;Not Threatened With Loss;46°3' 64°5' W
Canada;George;Not Threatened With Loss;58°49' 66°10' W
Canada;Gilbert;Not Threatened With Loss;52°39' 56°6' W
Canada;Godbout;Not Threatened With Loss;49°19' 67°36' W
Canada;Gold;Not Threatened With Loss;44°33' 64°19' W
Canada;Goose;Not Threatened With Loss;53°22' 60°22' W
Canada;Goose Arm;Not Threatened With Loss;49°11' 57°51' W
Canada;Grand;Not Threatened With Loss;45°37' 60°38' W
Canada;Grand Bank;Not Threatened With Loss;47°6' 55°46' W
Canada;Grand Bay;Not Threatened With Loss;47°36' 59°9' W
Canada;Grand Codroy;Not Threatened With Loss;47°50' 59°11' W
Canada;Grande;Not Threatened With Loss;48°24' 64°30' W
Canada;Grandy;Not Threatened With Loss;47°38' 57°42' W
Canada;Great Barasway;Not Threatened With Loss;47°8' 54°4' W
Canada;Grey;Not Threatened With Loss;47°34' 57°6' W
Canada;Hammond;Not Threatened With Loss;45°30' 65°54' W
Canada;Hampden;Not Threatened With Loss;49°32' 56°53' W
Canada;Harry's;Not Threatened With Loss;48°30' 58°25' W
Canada;Hawke;Not Threatened With Loss;53°2' 56°4' W
Canada;Hickman's Harbour;Not Threatened With Loss;48°13' 53°36' W
Canada;Highlands;Not Threatened With Loss;48°11' 58°53' W
Canada;Humber;Not Threatened With Loss;48°57' 57°53' W
Canada;Hunt;Not Threatened With Loss;55°31' 60°42' W
Canada;Indian;Not Threatened With Loss;46°22' 60°31' W
Canada;Indian (aka, Indian Brook);Not Threatened With Loss;49°29' 56°5' W
Canada;Indian Arm (aka, Cambellton);Not Threatened With Loss;49°17' 54°56' W
Canada;Indian Bay;Not Threatened With Loss;49°2' 53°53' W
Canada;Ingonish;Not Threatened With Loss;46°38' 60°26' W
Canada;Inhabitants;Not Threatened With Loss;45°36' 61°13' W
Canada;Ireland's;Not Threatened With Loss;51°21' 55°45' W
Canada;Isle Aux Mort;Not Threatened With Loss;47°35' 59°0' W
Canada;Jacquet;Not Threatened With Loss;47°56' 66°2' W
Canada;Jeanette Bay;Not Threatened With Loss;54°43' 58°5' W
Canada;Jupitagon;Not Threatened With Loss;50°17' 64°35' W
Canada;Jupiter;Not Threatened With Loss;49°29' 63°37' W
Canada;Kaipokok;Not Threatened With Loss;54°45' 60°4' W
Canada;Kecarpoui;Not Threatened With Loss;51°4' 58°50' W
Canada;Kedgwick;Not Threatened With Loss;48°0' 67°57' W
Canada;Kegaska;Not Threatened With Loss;50°11' 61°21' W
Canada;Kelly;Not Threatened With Loss;47°39' 57°33' W
Canada;Kenamu;Not Threatened With Loss;53°28' 59°54' W
Canada;Kenemich;Not Threatened With Loss;53°29' 59°50' W
Canada;Kennebecasis;Not Threatened With Loss;45°19' 66°4' W
Canada;Keswick;Not Threatened With Loss;45°59' 66°50' W
Canada;Kings Harbour;Not Threatened With Loss;47°39' 57°35' W
Canada;Koksoak;Not Threatened With Loss;58°32' 68°10' W
Canada;Kouchibouguac;Not Threatened With Loss;46°50' 64°56' W
Canada;Kouchibouguacis;Not Threatened With Loss;46°47' 64°54' W
Canada;La Poile;Not Threatened With Loss;47°48' 58°19' W
Canada;LaHave;Not Threatened With Loss;44°16' 64°20' W
Canada;Lance;Not Threatened With Loss;46°48' 54°4' W
Canada;L'Anse Au Loup;Not Threatened With Loss;51°31' 56°49' W
Canada;Laval;Not Threatened With Loss;48°46' 69°3' W
Canada;Lawn;Not Threatened With Loss;46°56' 55°28' W
Canada;Little;Not Threatened With Loss;47°51' 55°42' W
Canada;Little;Not Threatened With Loss;47°36' 65°40' W
Canada;Little Barachois;Not Threatened With Loss;47°1' 53°48' W
Canada;Little Barachois;Not Threatened With Loss;48°26' 58°26' W
Canada;Little Barasway;Not Threatened With Loss;47°11' 54°3' W
Canada;Little Bay;Not Threatened With Loss;55°6' 60°18' W
Canada;Little Brook Ponds;Not Threatened With Loss;50°33' 57°23' W
Canada;Little Catalina;Not Threatened With Loss;48°32' 53°3' W
Canada;Little Codroy;Not Threatened With Loss;47°45' 59°18' W
Canada;Little Harbour Deep;Not Threatened With Loss;50°14' 56°34' W
Canada;Little Salmonier;Not Threatened With Loss;47°2' 53°45' W
Canada;Little Tracadie;Not Threatened With Loss;47°31' 64°54' W
Canada;Lockston;Not Threatened With Loss;48°24' 53°23' W
Canada;Lomond;Not Threatened With Loss;49°25' 57°44' W
Canada;Long Harbour;Not Threatened With Loss;47°50' 54°56' W
Canada;Long Reach;Not Threatened With Loss;47°45' 56°5' W
Canada;Mabou;Not Threatened With Loss;46°4' 61°23' W
Canada;Maccan;Not Threatened With Loss;49°9' 62°39' W
Canada;MacDonald;Not Threatened With Loss;49°45' 63°4' W
Canada;Madeleine;Not Threatened With Loss;49°15' 65°19' W
Canada;Magpie;Not Threatened With Loss;50°19' 64°27' W
Canada;Main (aka, Sops Arm);Not Threatened With Loss;49°46' 56°54' W
Canada;Makkovik;Not Threatened With Loss;54°58' 59°25' W
Canada;Makkovik;Not Threatened With Loss;55°4' 59°10' W
Canada;Malbaie;Not Threatened With Loss;47°39' 70°9' W
Canada;Malbaie;Not Threatened With Loss;48°37' 64°19' W
Canada;Margaree;Not Threatened With Loss;46°26' 61°6' W
Canada;Marie Joseph;Not Threatened With Loss;45°41' 60°21' W
Canada;Matapedia;Not Threatened With Loss;47°58' 66°56' W
Canada;Middle;Not Threatened With Loss;46°5' 60°56' W
Canada;Middle;Not Threatened With Loss;48°48' 54°13' W
Canada;Middle;Not Threatened With Loss;47°36' 65°40' W
Canada;Middle;Not Threatened With Loss;45°39' 62°44' W
Canada;Middle (aka, Double);Not Threatened With Loss;54°23' 58°5' W
Canada;Middle Arm;Not Threatened With Loss;49°51' 56°26' W
Canada;Middle Aspy;Not Threatened With Loss;46°53' 60°29' W
Canada;Millstream;Not Threatened With Loss;47°42' 65°42' W
Canada;Miramichi;Not Threatened With Loss;47°5' 65°22' W
Canada;Mitis;Not Threatened With Loss;48°38' 68°8' W
Canada;Moisie;Not Threatened With Loss;50°12' 66°4' W
Canada;Mosher;Not Threatened With Loss;45°20' 65°32' W
Canada;Mulligan;Not Threatened With Loss;53°49' 59°54' W
Canada;Musquanousse;Not Threatened With Loss;50°13' 60°58' W
Canada;Musquaro;Not Threatened With Loss;50°13' 61°4' W
Canada;Musquodoboit;Not Threatened With Loss;44°47' 63°8' W
Canada;Napan;Not Threatened With Loss;47°4' 65°18' W
Canada;Napetipi;Not Threatened With Loss;51°21' 58°8' W
Canada;Nashwaak;Not Threatened With Loss;45°57' 66°37' W
Canada;Naskaupi;Not Threatened With Loss;53°47' 60°51' W
Canada;Natashquan;Not Threatened With Loss;50°7' 61°48' W
Canada;Natiscotec;Not Threatened With Loss;49°30' 62°25' W
Canada;Nepisiguit;Not Threatened With Loss;47°37' 65°38' W
Canada;Nerepis;Not Threatened With Loss;45°22' 66°15' W
Canada;Netagamiou;Not Threatened With Loss;50°28' 59°36' W
Canada;New;Not Threatened With Loss;45°8' 66°33' W
Canada;New Bay (aka, Leamington);Not Threatened With Loss;49°20' 55°24' W
Canada;Nigadoo;Not Threatened With Loss;47°45' 65°43' W
Canada;Nonsuch;Not Threatened With Loss;47°26' 53°39' W
Canada;North;Not Threatened With Loss;46°16' 60°36' W
Canada;North;Not Threatened With Loss;53°49' 57°7' W
Canada;North;Not Threatened With Loss;47°33' 53°18' W
Canada;North Arm;Not Threatened With Loss;47°22' 53°10' W
Canada;North Aspy;Not Threatened With Loss;46°54' 60°31' W
Canada;North East;Not Threatened With Loss;46°46' 53°21' W
Canada;North East;Not Threatened With Loss;47°43' 55°21' W
Canada;North East;Not Threatened With Loss;50°54' 56°7' W
Canada;North East;Not Threatened With Loss;47°16' 53°51' W
Canada;North Harbour;Not Threatened With Loss;47°11' 53°38' W
Canada;North Harbour;Not Threatened With Loss;47°53' 54°5' W
Canada;North West;Not Threatened With Loss;47°42' 58°34' W
Canada;North West;Not Threatened With Loss;46°45' 53°23' W
Canada;North West;Not Threatened With Loss;47°44' 55°24' W
Canada;North West;Not Threatened With Loss;47°58' 55°47' W
Canada;Northern Arm (aka, Northern Arm Brook);Not Threatened With Loss;49°9' 55°23' W
Canada;Northwest;Not Threatened With Loss;49°2' 53°47' W
Canada;Northwest;Not Threatened With Loss;50°54' 56°16' W
Canada;Northwest;Not Threatened With Loss;48°59' 53°55' W
Canada;Northwest;Not Threatened With Loss;48°44' 54°3' W
Canada;Northwest;Not Threatened With Loss;48°24' 54°12' W
Canada;Notakwanon;Not Threatened With Loss;56°1' 61°31' W
Canada;Old (aka, Old Bay);Not Threatened With Loss;47°35' 55°36' W
Canada;Olomane;Not Threatened With Loss;50°14' 60°38' W
Canada;Open Bay;Not Threatened With Loss;53°20' 55°55' W
Canada;Oromocto;Not Threatened With Loss;45°51' 66°29' W
Canada;Pacquet (aka, Woodstock River);Not Threatened With Loss;49°58' 55°53' W
Canada;Pamiulik;Not Threatened With Loss;54°44' 58°34' W
Canada;Paradise;Not Threatened With Loss;53°27' 57°17' W
Canada;Parker;Not Threatened With Loss;51°29' 55°44' W
Canada;Parson's Pond;Not Threatened With Loss;50°1' 57°42' W
Canada;Patapedia;Not Threatened With Loss;47°50' 67°22' W
Canada;Peter's;Not Threatened With Loss;49°7' 55°22' W
Canada;Peter's;Not Threatened With Loss;46°46' 53°37' W
Canada;Petit Saguenay;Not Threatened With Loss;48°14' 70°6' W
Canada;Petite;Not Threatened With Loss;44°14' 64°26' W
Canada;Petite Cascapedia;Not Threatened With Loss;48°9' 65°51' W
Canada;Petite De La Chaloupe;Not Threatened With Loss;49°8' 62°34' W
Canada;Petite De La Loutre;Not Threatened With Loss;49°5' 62°0' W
Canada;Petite Watshishou;Not Threatened With Loss;50°16' 62°37' W
Canada;Philip;Not Threatened With Loss;45°51' 63°54' W
Canada;Piashti;Not Threatened With Loss;50°17' 62°48' W
Canada;Piercey's;Not Threatened With Loss;46°53' 55°52' W
Canada;Pigou;Not Threatened With Loss;50°16' 65°38' W
Canada;Pincent's;Not Threatened With Loss;51°29' 55°53' W
Canada;Pinware;Not Threatened With Loss;51°38' 56°41' W
Canada;Pipers Hole;Not Threatened With Loss;47°55' 54°16' W
Canada;Placentia Sound;Not Threatened With Loss;47°20' 53°56' W
Canada;Plate Cove West;Not Threatened With Loss;48°30' 53°30' W
Canada;Pocologan;Not Threatened With Loss;45°7' 66°35' W
Canada;Pokemouche;Not Threatened With Loss;47°40' 64°48' W
Canada;Pomquet;Not Threatened With Loss;45°36' 61°48' W
Canada;Popes Harbour;Not Threatened With Loss;48°14' 53°34' W
Canada;Port Union;Not Threatened With Loss;48°30' 53°5' W
Canada;Portland;Not Threatened With Loss;50°10' 57°36' W
Canada;Pottles Bay;Not Threatened With Loss;54°29' 57°43' W
Canada;Pottles Bay;Not Threatened With Loss;54°29' 57°35' W
Canada;Princeton;Not Threatened With Loss;48°25' 53°36' W
Canada;Pugwash;Not Threatened With Loss;45°48' 63°42' W
Canada;Purbecks;Not Threatened With Loss;49°45' 56°39' W
Canada;Quoddy;Not Threatened With Loss;44°55' 62°21' W
Canada;Ragged Harbour;Not Threatened With Loss;49°26' 54°3' W
Canada;Rattling;Not Threatened With Loss;54°51' 58°56' W
Canada;Red Harbour;Not Threatened With Loss;47°17' 54°59' W
Canada;Red Head;Not Threatened With Loss;46°57' 53°52' W
Canada;Reeds Pond;Not Threatened With Loss;53°27' 56°3' W
Canada;Rencontre;Not Threatened With Loss;47°38' 55°12' W
Canada;Renews;Not Threatened With Loss;46°56' 52°57' W
Canada;Restigouche;Not Threatened With Loss;48°4' 66°20' W
Canada;Restigouche;Not Threatened With Loss;48°4' 66°20' W
Canada;Richibucto;Not Threatened With Loss;46°42' 64°51' W
Canada;Rimouski;Not Threatened With Loss;48°27' 68°32' W
Canada;River John;Not Threatened With Loss;45°45' 63°3' W
Canada;River of Ponds;Not Threatened With Loss;50°32' 57°23' W
Canada;Robinson's;Not Threatened With Loss;48°14' 58°49' W
Canada;Rocky;Not Threatened With Loss;47°13' 53°35' W
Canada;Romaine;Not Threatened With Loss;50°18' 63°48' W
Canada;Ruisseau Au Saumon;Not Threatened With Loss;51°28' 57°35' W
Canada;Ruisseau Box;Not Threatened With Loss;49°6' 62°24' W
Canada;Ruisseau Des Belles Amours;Not Threatened With Loss;51°29' 57°27' W
Canada;Ruisseau Martin;Not Threatened With Loss;49°10' 62°48' W
Canada;Saint-Augustin;Not Threatened With Loss;51°13' 58°38' W
Canada;Saint-Augustin (NW);Not Threatened With Loss;51°15' 58°41' W
Canada;Sainte-Anne;Not Threatened With Loss;49°8' 66°30' W
Canada;Sainte-Marguerite;Not Threatened With Loss;48°16' 69°57' W
Canada;Sainte-Marie;Not Threatened With Loss;49°40' 63°55' W
Canada;Saint-Jean;Not Threatened With Loss;48°46' 64°26' W
Canada;Saint-Jean;Not Threatened With Loss;50°17' 64°20' W
Canada;Saint-Jean;Not Threatened With Loss;48°14' 70°12' W
Canada;Saint-Paul;Not Threatened With Loss;51°27' 57°42' W
Canada;Salmon;Not Threatened With Loss;47°39' 55°29' W
Canada;Salmon;Not Threatened With Loss;44°55' 62°23' W
Canada;Salmon;Not Threatened With Loss;48°23' 54°12' W
Canada;Salmon;Not Threatened With Loss;47°49' 56°0' W
Canada;Salmon (aka, Ariege);Not Threatened With Loss;51°10' 56°1' W
Canada;Salmon Cove;Not Threatened With Loss;48°23' 53°18' W
Canada;Salmon Cove;Not Threatened With Loss;47°47' 53°10' W
Canada;Salmonier;Not Threatened With Loss;47°11' 53°24' W
Canada;Salmonier;Not Threatened With Loss;46°53' 55°47' W
Canada;Salwater;Not Threatened With Loss;49°41' 56°49' W
Canada;Sandhill;Not Threatened With Loss;53°34' 56°21' W
Canada;Sandy Harbour;Not Threatened With Loss;47°42' 54°20' W
Canada;Sango;Not Threatened With Loss;55°54' 61°10' W
Canada;Scoudouc;Not Threatened With Loss;46°13' 64°33' W
Canada;Sebaskachu;Not Threatened With Loss;53°46' 60°7' W
Canada;Serpentine;Not Threatened With Loss;48°56' 58°30' W
Canada;Shearstown;Not Threatened With Loss;47°36' 53°18' W
Canada;Shediac;Not Threatened With Loss;46°16' 64°34' W
Canada;Sheldrake;Not Threatened With Loss;50°16' 64°55' W
Canada;Shinimicas;Not Threatened With Loss;45°56' 63°52' W
Canada;Shinney's (aka, Shinney's Waters);Not Threatened With Loss;52°35' 56°3' W
